accn|cik|entityName|loc|end|val
0001640334-21-002003|1567388|NAMI CORP.|-|2019-06-30|40244
0001193125-19-215347|1567514|Intra-Cellular Therapies, Inc.|US-NY|2019-06-30|5632783
0001567683-19-000039|1567683|Clearway Energy, Inc.|US-NJ|2019-06-30|62000000
0001493152-19-019342|1567771|BRIDGEWAY NATIONAL CORP.|-|2019-06-30|2745682
0001567892-19-000037|1567892|Mallinckrodt plc|IE-|2019-06-28|148600000
0001568100-19-000014|1568100|PAGERDUTY, INC.|US-CA|2019-07-31|4302000
0001493152-19-013030|1568385|BRIGHT MOUNTAIN MEDIA, INC.|US-FL|2019-06-30|841316
0001185185-21-001226|1568875|Znergy, Inc.|-|2019-06-30|580531
0001654954-21-010026|1569329|Youngevity International, Inc.|-|2019-06-30|7742000
0001165527-19-000139|1569340|Cell Source, Inc.|US-NY|2019-06-30|293668
0001493152-20-011576|1569568|LORD GLOBAL CORP|US-NV|2019-07-31|292739
0001553350-19-000725|1570132|ANVI GLOBAL HOLDINGS, INC.|US-NC|2019-05-31|10877
0001165527-19-000141|1570279|DOUBLE DOWN HOLDINGS INC.|US-NV|2019-06-30|8556
0001570562-19-000131|1570562|EVOLUS, INC.|US-CA|2019-06-30|7708000
0001570585-19-000229|1570585|Liberty Global plc|GB-|2019-06-30|771900000
0001554795-20-000148|1570937|ALTAIR INTERNATIONAL CORP.|US-PA|2019-06-30|5500
0001564590-19-031018|1571498|EPIZYME, INC.|US-MA|2019-06-30|7069000
0001213900-19-015090|1571636|NANOFLEX POWER CORP|US-AZ|2019-06-30|2885500
0001640334-20-001653|1571804|GREEN VISION BIOTECHNOLOGY CORP.|CN-|2019-06-30|26529
0001571996-19-000039|1571996|Dell Technologies Inc.|US-TX|2019-08-02|19411000000
0001640334-19-001647|1572384|Phoenix Rising Companies|US-GA|2019-06-30|11690896
0001493152-19-013086|1572386|GREENWAY TECHNOLOGIES, INC.|US-TX|2019-06-30|799336
0001493152-19-015899|1572565|INDOOR     HARVEST CORP|US-TX|2019-06-30|116396
0001564590-19-032135|1572702|ATLAS GROWTH PARTNERS, L.P.|US-PA|2019-06-30|579000
0001572910-19-000036|1572910|Phillips 66 Partners LP|US-TX|2019-06-30|74000000
0001410578-19-001122|1573097|HD SUPPLY HOLDINGS, INC.|US-GA|2019-08-04|498000000
0001564590-19-031897|1573221|TheRealReal, Inc.|US-CA|2019-06-30|4469000
0001574135-19-000016|1574135|PIVOTAL SOFTWARE, INC.|US-CA|2019-08-02|11554000
0001193125-19-212598|1574235|PULMATRIX, INC.|US-MA|2019-06-30|543000
0001574291-20-000008|1574291|CC HOLDINGS GS V LLC|US-TX|2019-06-30|6404000
0001574774-19-000054|1574774|BIOTELEMETRY, INC.|US-PA|2019-06-30|22484000
0001574815-19-000115|1574815|BMC STOCK HOLDINGS, INC.|US-NC|2019-06-30|212766000
0001575051-19-000086|1575051|Ciner Resources LP|US-GA|2019-06-30|14000000
0001477932-19-005013|1575295|Allied Corp.|-|2019-06-30|12298
0001161697-21-000117|1575345|BLGI, INC.|US-IL|2019-07-31|345929
0001640334-20-002607|1575420|BIONOVATE TECHNOLOGIES CORP.|CH-|2019-06-30|22434
0001393905-19-000234|1575659|Rapid Therapeutic Science Laboratories, Inc.|US-TX|2019-06-30|25008
0001564590-19-031269|1575793|Energous Corp|US-CA|2019-06-30|1327261
0001477932-19-005640|1575975|VIABUILT VENTURES INC.|US-FL|2019-06-30|16802
0001564590-19-029950|1576169|BENEFITFOCUS, INC.|US-SC|2019-06-30|6623000
0001387131-19-006133|1576197|Strategic Environmental & Energy Resources, Inc.|US-CO|2019-06-30|1651900
0001628280-19-009968|1576263|MIRATI THERAPEUTICS, INC.|US-CA|2019-06-30|10507000
0001628280-19-010189|1576280|GUARDANT HEALTH, INC.|US-CA|2019-06-30|15700000
0001663577-19-000349|1576724|VILACTO BIO INC.|DK-|2019-06-30|49065
0001576942-20-000077|1576942|STITCH FIX, INC.|US-CA|2019-08-03|90883000
0001577916-20-000012|1577916|Premier, Inc.|US-NC|2019-06-30|54540000
0001564590-19-034611|1579157|VINCE HOLDING CORP.|US-NY|2019-08-03|34083000
0001579241-19-000051|1579241|Allegion plc|IE-|2019-06-30|206500000
0001579252-19-000122|1579252|JASON INDUSTRIES, INC.|US-WI|2019-06-28|48784000
0001564590-20-041539|1579298|BURLINGTON STORES, INC.|US-NJ|2019-08-03|690597000
0001558370-19-007735|1579428|Axsome Therapeutics, Inc.|US-NY|2019-06-30|6137120
0001579684-19-000010|1579684|GANNETT CO., INC.|US-VA|2019-06-30|12454000
0001579877-19-000087|1579877|OUTFRONT Media Inc.|US-NY|2019-06-30|60300000
0001579910-19-000010|1579910|RESONANT INC.|US-TX|2019-06-30|759000
0001520138-20-000360|1580149|BioVie Inc.|US-NV|2019-06-30|443480
0001193125-19-216048|1580156|Houghton Mifflin Harcourt Co|US-MA|2019-06-30|108528000
0001477932-19-004948|1580262|Right On Brands, Inc.|US-TX|2019-06-30|25355
0001140361-19-014985|1580490|I-ON DIGITAL CORP.|KR-|2019-06-30|403696
0001580808-19-000019|1580808|A10 NETWORKS, INC.|US-CA|2019-06-30|7749000
0001580836-19-000015|1580836|LVYUAN GREEN BUILDING MATERIAL TECHNOLOGY CORP.|CN-|2019-07-31|6700
0001193125-19-216395|1580905|Installed Building Products, Inc.|US-OH|2019-06-30|96235000
0001558370-19-006938|1581091|RE/MAX Holdings, Inc.|US-CO|2019-06-30|3673000
0001193125-19-218039|1581280|Twist Bioscience Corp|US-CA|2019-06-30|7835000
0001193125-19-290980|1581804|NAVIGATOR HOLDINGS LTD.|-|2019-06-30|13451000
0001582244-19-000029|1582244|Corning Natural Gas Holding Corporation|US-NY|2019-06-30|2183690
0001213900-19-019669|1582341|MYDX, INC.|US-CA|2019-06-30|1039542
0001493152-19-012114|1582554|MATINAS BIOPHARMA HOLDINGS, INC.|US-NJ|2019-06-30|548128
0001582568-19-000036|1582568|PBF LOGISTICS LP|US-NJ|2019-06-30|5422000
0001558370-19-007084|1583107|THERAVANCE BIOPHARMA, INC.|KY-|2019-06-30|3501000
0001583648-19-000051|1583648|PIERIS PHARMACEUTICALS, INC.|US-MA|2019-06-30|4031000
0001104659-19-045967|1583771|Hepion Pharmaceuticals, Inc.|US-NJ|2019-06-30|282592
0001584423-19-000021|1584423|APX GROUP HOLDINGS, INC.|US-UT|2019-06-30|143072000
0001584509-19-000152|1584509|Aramark|US-PA|2019-06-28|819922000
0001213900-20-023254|1584754|AKOUSTIS TECHNOLOGIES, INC.|US-NC|2019-06-30|248000
0001585364-19-000083|1585364|PERRIGO Co plc|IE-|2019-06-29|513700000
0001585521-19-000020|1585521|Zoom Video Communications, Inc.|US-CA|2019-07-31|819000
0001585583-19-000055|1585583|Del Taco Restaurants, Inc.|US-CA|2019-06-18|19688000
0001558370-19-008174|1585608|JAGUAR HEALTH, INC.|US-CA|2019-06-30|6390289
0001628280-19-009256|1585790|ADVANCED DISPOSAL SERVICES, INC.|US-FL|2019-06-30|139700000
0001437749-19-015566|1586049|OXFORD IMMUNOTEC GLOBAL PLC|GB-|2019-06-30|2519000
0001558370-19-008066|1586105|ZYLA LIFE SCIENCES|US-PA|2019-06-30|7011000
0001628280-19-010764|1587221|ZOSANO PHARMA CORPORATION|US-CA|2019-06-30|5985000
0001387131-19-006143|1587246|Cypress Environmental Partners, L.P.|US-OK|2019-06-30|6380000
0001587523-19-000016|1587523|Knowles Corporation|US-IL|2019-06-30|65200000
0001587732-19-000053|1587732|ONE Gas, Inc.|US-OK|2019-06-30|67578000
0001493152-19-012972|1588014|ADM ENDEAVORS, INC.|US-TX|2019-06-30|71509
0001564590-19-030405|1588972|Recro Pharma, Inc.|US-PA|2019-06-30|706000
0001607062-19-000407|1589150|REGEN BIOPHARMA, INC.|US-CA|2019-06-30|94548
0001445866-19-001055|1589361|Fortium Holdings Corp.|US-AR|2019-06-30|370691
0001589526-19-000044|1589526|BLUE BIRD CORPORATION|US-GA|2019-06-29|135902000
0001144204-19-040068|1590383|RENOVARE ENVIRONMENTAL, INC.|US-NY|2019-06-30|5091228
0001213900-19-015851|1590496|AERKOMM INC.|CA-|2019-06-30|3237222
0001558370-19-006432|1590560|uniQure N.V.|NL-|2019-06-30|4523000
0001590584-19-000099|1590584|Civeo Corp|US-TX|2019-06-30|30796000
0001437749-19-016830|1590695|Twinlab Consolidated Holdings, Inc.|US-FL|2019-06-30|7501000
0001590714-19-000140|1590714|Element Solutions Inc|US-FL|2019-06-30|106100000
0001477932-19-004698|1590715|AMERICAN RESOURCES CORPORATION|US-IN|2019-06-30|6245513
0001590750-19-000042|1590750|Viridian Therapeutics, Inc.\DE|US-MA|2019-06-30|1232000
0001564590-19-030100|1590877|REGENXBIO Inc.|US-MD|2019-06-30|5851000
0001564590-19-031266|1590895|Caesars Entertainment, Inc.|US-NV|2019-06-30|56413000
0001564590-19-027991|1590955|Paycom Software, Inc.|US-OK|2019-06-30|3622000
0001590976-20-000069|1590976|MALIBU BOATS, INC.|US-TN|2019-06-30|21174000
0001493152-19-012396|1591165|H-CYTE, INC.|US-FL|2019-06-30|717079
0001564590-19-033356|1591587|AssetMark Financial Holdings, Inc.|US-CA|2019-06-30|1410000
0001591588-20-000013|1591588|A-Mark Precious Metals, Inc.|US-CA|2019-06-30|62180000
0001477932-19-004310|1591615|POVERTY DIGNIFIED, INC.|US-NC|2019-05-31|37714
0001558370-20-009960|1591698|PAYLOCITY HOLDING CORPORATION|US-IL|2019-06-30|3954000
0001591763-19-000038|1591763|ENABLE MIDSTREAM PARTNERS, LP|US-OK|2019-06-30|148000000
0001591956-19-000019|1591956|Sphere 3D Corp.|-|2019-06-30|5305000
0001592000-19-000015|1592000|ENLINK MIDSTREAM, LLC|US-TX|2019-06-30|80800000
0001592016-19-000048|1592016|AgroFresh Solutions, Inc.|US-PA|2019-06-30|11528000
0001592057-19-000013|1592057|Enviva Partners, LP|US-MD|2019-06-30|15648000
0001193125-19-217754|1592058|PARTY CITY HOLDCO INC.|US-NY|2019-06-30|159515000
0001592480-19-000025|1592480|CONTINENTAL BUILDING PRODUCTS, INC.|US-VA|2019-06-30|31650000
0001213900-20-031078|1593001|NIGHTFOOD HOLDINGS, INC.|US-NY|2019-06-30|496809
0001593195-19-000058|1593195|TRIBUNE PUBLISHING COMPANY|US-IL|2019-06-30|45129000
0001593548-19-000037|1593548|PLAYAGS, INC.|US-NV|2019-06-30|13568000
0001558370-20-010981|1593936|Michaels Companies, Inc.|US-TX|2019-08-03|533473000
0001564590-19-029438|1594109|GRUBHUB INC.|US-IL|2019-06-30|21527000
0001493152-19-011835|1595097|Corbus Pharmaceuticals Holdings, Inc.|US-MA|2019-06-30|7490561
0001595585-19-000166|1595585|TRICIDA, INC.|US-CA|2019-06-30|4673000
0001564590-19-029419|1595893|Turning Point Therapeutics, Inc.|US-CA|2019-06-30|4086000
0001596532-19-000184|1596532|Arista Networks, Inc.|US-CA|2019-06-30|86134000
0001596783-20-000155|1596783|Catalent, Inc.|US-NJ|2019-06-30|255800000
0001654954-19-009295|1596961|RumbleOn, Inc.|US-TX|2019-06-30|13537193
0001596993-19-000013|1596993|DORIAN LPG LTD.|US-CT|2019-06-30|8114372
0001597033-19-000092|1597033|Sabre Corp|US-TX|2019-06-30|174999000
0001558370-19-006820|1597264|Blueprint Medicines Corporation|US-MA|2019-06-30|6608000
0001564590-19-030777|1597313|ViewRay, Inc.|US-OH|2019-06-30|19241000
0001564590-19-028984|1597553|Sage Therapeutics, Inc.|US-MA|2019-06-30|12431000
0001597672-19-000040|1597672|RAYONIER ADVANCED MATERIALS INC.|US-FL|2019-06-29|182458000
0001213900-19-018503|1597892|JRSIS HEALTH CARE CORPORATION|CN-|2019-06-30|5364485
0001598014-19-000084|1598014|IHS MARKIT LTD.|GB-|2019-05-31|33600000
0001564590-19-028509|1598646|Minerva Neurosciences, Inc.|US-MA|2019-06-30|2941788
0001078782-19-000655|1599117|Mentor     Capital, Inc.|US-TX|2019-06-30|34845
0001599489-19-000009|1599489|VERITIV CORPORATION|US-GA|2019-06-30|603100000
0001564590-19-028200|1599617|NOW INC.|US-TX|2019-06-30|336000000
0001600033-20-000063|1600033|e.l.f. Beauty, Inc.|US-CA|2019-06-30|16982000
0001493152-19-013082|1600422|Superior Drilling Products, Inc.|US-UT|2019-06-30|784292
0001558370-19-008400|1600438|GMS INC.|US-GA|2019-07-31|164794000
0001564590-19-030753|1600470|MONTAGE RESOURCES CORP|US-TX|2019-06-30|113771000
0001601046-19-000038|1601046|KEYSIGHT TECHNOLOGIES, INC.|US-CA|2019-07-31|247000000
0001601548-19-000129|1601548|VECTRUS, INC.|US-CO|2019-06-28|157486000
0001079973-19-000455|1602078|NEMAURA MEDICAL INC.|US-NY|2019-06-30|176782
0001493152-21-013603|1602143|TOUCAN INTERACTIVE CORP.|US-CA|2019-05-31|200
0001437749-19-014362|1602409|FINGERMOTION, INC.|US-NY|2019-05-31|1965081
0001549727-21-000058|1602813|Frontera Group Inc.|US-NV|2019-06-30|18357
0001144204-19-038618|1603454|CELCUITY INC.|US-MN|2019-06-30|141216
0001603756-19-000046|1603756|Axonics, Inc.|US-CA|2019-06-30|3185000
0001603923-19-000084|1603923|Weatherford International plc|US-TX|2019-06-30|735000000
0001603978-19-000084|1603978|AquaBounty Technologies, Inc.|US-MA|2019-06-30|1095940
0001564590-19-028019|1604028|ADVANCED DRAINAGE SYSTEMS, INC.|US-OH|2019-06-30|106413000
0001654954-19-009273|1604191|First Wave BioPharma, Inc.|US-FL|2019-06-30|3041167
0001564590-19-030426|1604464|Atara Biotherapeutics, Inc.|US-CA|2019-06-30|6420000
0001144204-19-034148|1604627|KUSHCO HOLDINGS, INC.|US-CA|2019-05-31|16075000
0001604643-19-000026|1604643|EVOQUA WATER TECHNOLOGIES CORP.|US-PA|2019-06-30|137480000
0001604665-19-000025|1604665|Westlake Chemical Partners LP|US-TX|2019-06-30|8030000
0001604778-19-000053|1604778|Qorvo, Inc.|US-NC|2019-06-29|224735000
0001558370-19-007796|1604821|Natera, Inc.|US-TX|2019-06-30|8319000
0001213900-19-014943|1604868|GROWGENERATION CORP.|US-CO|2019-06-30|2865955
0001493152-21-000080|1604930|Life Clips, Inc.|US-FL|2019-06-30|352387
0001564590-19-030027|1604950|SCPHARMACEUTICALS INC.|US-MA|2019-06-30|1419000
0001185185-19-001135|1605810|PORTER HOLDING INTERNATIONAL, INC.|CN-|2019-06-30|7060
0001144204-19-040095|1606163|LIMBACH HOLDINGS, INC.|US-PA|2019-06-30|69702000
0001564590-19-034399|1606180|AAC HOLDINGS, INC.|US-TN|2019-06-30|17744000
0001606268-19-000094|1606268|Via Renewables, Inc.|US-TX|2019-06-30|48985000
0001606366-19-000028|1606366|El Pollo Loco Holdings, Inc.|US-CA|2019-06-26|10234000
0001606498-19-000062|1606498|AVANOS MEDICAL, INC.|US-GA|2019-06-30|99400000
0001096906-19-000313|1606698|Alpine 4 Holdings, Inc.|US-AZ|2019-06-30|3606209
0001606757-20-000051|1606757|KIMBALL ELECTRONICS, INC.|US-IN|2019-06-30|197001000
0001640334-19-001670|1607450|ABV CONSULTING, INC.|HK-|2019-06-30|25585
0001477932-19-004761|1607549|APPLIED BIOSCIENCES CORP.|US-CA|2019-06-30|245386
0001564590-19-028043|1607678|VIKING THERAPEUTICS, INC.|US-CA|2019-06-30|1870000
0001564590-19-030784|1607716|VIVINT SOLAR, INC.|US-UT|2019-06-30|40175000
0001213900-19-015136|1607962|ReWalk Robotics Ltd.|IL-|2019-06-30|2817000
0001683168-19-002671|1608092|KISSES FROM ITALY INC.|US-FL|2019-06-30|79501
0001558370-20-000495|1608249|ZAYO GROUP HOLDINGS, INC.|US-CO|2019-06-30|73700000
0001609253-19-000122|1609253|California Resources Corp|US-CA|2019-06-30|290000000
0001609351-19-000070|1609351|SPARK THERAPEUTICS, INC.|US-PA|2019-06-30|11518000
0001520138-19-000286|1609472|GH CAPITAL INC.|US-FL|2019-06-30|48812
0001609702-20-000015|1609702|CDK GLOBAL, INC.|US-IL|2019-06-30|38000000
0001609711-19-000192|1609711|GoDaddy Inc.|US-AZ|2019-06-30|82900000
0001564590-19-028007|1609727|SYNTHORX, INC.|US-CA|2019-06-30|884000
0001609804-19-000043|1609804|ORION ENGINEERED CARBONS S.A.|US-TX|2019-06-30|163755000
0001564590-19-029069|1609809|SERES THERAPEUTICS, INC.|US-MA|2019-06-30|4764000
0001558370-19-007893|1610092|DIPLOMAT PHARMACY, INC.|US-MI|2019-06-30|326544000
0001558370-19-006952|1610250|Boot Barn Holdings, Inc.|US-CA|2019-06-29|99471000
0001610418-19-000077|1610418|CNX MIDSTREAM PARTNERS LP|US-PA|2019-06-30|33299000
0001610466-19-000056|1610466|Shell Midstream Partners, L.P.|US-TX|2019-06-30|5000000
0001178913-19-002081|1610590|Check-Cap Ltd.|-|2019-06-30|855000
0001610618-19-000051|1610618|Cidara Therapeutics, Inc.|US-CA|2019-06-30|1787000
0001564590-19-030829|1610853|HELIUS MEDICAL TECHNOLOGIES, INC.|US-PA|2019-06-30|3047000
0001610950-19-000036|1610950|SYNEOS HEALTH, INC.|US-NC|2019-06-30|128812000
0001213900-19-015788|1611277|HELIX TECHNOLOGIES, INC.|US-CO|2019-06-30|857610
0001564590-19-029332|1611647|Freshpet INC|US-NJ|2019-06-30|15801273
0001171843-19-005380|1612630|Joint Corp|US-AZ|2019-06-30|1199341
0001558370-19-007245|1612720|NextDecade Corp.|US-TX|2019-06-30|1856000
0001613103-19-000038|1613103|Medtronic plc|IE-|2019-07-26|1906000000
0001493152-20-019776|1613685|TRENDMAKER, INC. LIMITED|MY-|2019-07-31|214842
0001613859-19-000025|1613859|PRA Health Sciences, Inc.|US-NC|2019-06-30|64972000
0001104659-19-045315|1614067|Aridis Pharmaceuticals, Inc.|US-CA|2019-06-30|1544000
0001614178-19-000348|1614178|YEXT, INC.|US-NY|2019-07-31|10643000
0001683168-21-000994|1614556|STAR ALLIANCE INTERNATIONAL CORP.|US-CA|2019-06-30|32692
0001493152-19-012234|1614826|EDGE DATA SOLUTIONS, INC.|US-GA|2019-06-30|165113
0001213900-19-015372|1615063|Inspired Entertainment, Inc.|US-NY|2019-06-30|9500000
0001564590-19-030840|1615165|Veritone, Inc.|US-CO|2019-06-30|18459000
0001477932-19-005416|1615169|JIN WAN HONG INTERNATIONAL HOLDINGS LTD|CN-|2019-05-31|42351
0001615219-19-000024|1615219|SALARIUS PHARMACEUTICALS, INC.|US-TX|2019-06-30|805516
0001683168-19-002703|1615780|TEARDROPPERS, INC.|US-CA|2019-06-30|225287
0001615817-19-000058|1615817|KING MERGER SUB II LLC|US-TX|2019-06-30|157188000
0001553350-20-000816|1616156|WEWARDS, INC.|US-NV|2019-05-31|329
0001437749-19-013963|1616262|Rocky Mountain Chocolate Factory, Inc.|US-CO|2019-05-31|1126472
0001616318-19-000067|1616318|Vista Outdoor Inc.|US-MN|2019-06-30|128670000
0001564590-19-023864|1616533|SMART GLOBAL HOLDINGS, INC.|KY-|2019-05-31|177519000
0001558370-19-007480|1616543|SENSEONICS     HOLDINGS, INC.|US-MD|2019-06-30|4779000
0001616707-19-000176|1616707|Wayfair Inc.|US-MA|2019-06-30|779938000
0001515971-19-000116|1616736|Alpha Investment Inc.|US-OH|2019-06-30|50196
0001654954-19-009469|1616741|PATRIOT TRANSPORTATION HOLDING, INC.|US-FL|2019-06-30|3221000
0001616862-19-000063|1616862|AXALTA COATING SYSTEMS LTD.|US-PA|2019-06-30|508400000
0001564590-19-031275|1617227|J. Alexander’s Holdings, Inc.|US-TN|2019-06-30|6366000
0001617640-19-000023|1617640|ZILLOW GROUP, INC.|US-WA|2019-06-30|8028000
0001617669-19-000048|1617669|UNIQUE FABRICATING, INC.|US-MI|2019-06-30|11915902
0001564590-19-027834|1617977|HABIT RESTAURANTS, INC.|US-CA|2019-06-25|16364000
0001618732-20-000112|1618732|NUTANIX, INC.|US-CA|2019-07-31|74047000
0001618755-19-000014|1618755|RESTAURANT BRANDS INTERNATIONAL LIMITED PARTNERSHIP|CA-ON|2019-06-30|486000000
0001618756-19-000014|1618756|RESTAURANT BRANDS INTERNATIONAL INC.|CA-ON|2019-06-30|486000000
0001618835-19-000147|1618835|EVOFEM BIOSCIENCES, INC.|US-CA|2019-06-30|8567000
0001618921-19-000039|1618921|WALGREENS BOOTS ALLIANCE, INC.|US-IL|2019-05-31|14130000000
0001619250-19-000095|1619250|VALERITAS HOLDINGS INC.|US-NJ|2019-06-30|4930000
0001619954-19-000099|1619954|INOVALON HOLDINGS, INC.|US-MD|2019-06-30|32220000
0001558370-20-007360|1620179|EXELA TECHNOLOGIES, INC.|US-TX|2019-06-30|99089000
0001620533-19-000105|1620533|SHAKE SHACK INC.|US-NY|2019-06-26|3828000
0001558370-19-006758|1621227|ADAPTIMMUNE THERAPEUTICS PLC|GB-|2019-06-30|4344000
0001628280-19-010065|1621434|Black Stone Minerals, L.P.|US-TX|2019-06-30|5911000
0001558370-19-007148|1621443|ZYNERBA PHARMACEUTICALS, INC.|US-PA|2019-06-30|3742146
0001628280-19-009735|1621563|SUMMIT MATERIALS, INC.|US-CO|2019-06-29|131391000
0001214659-19-005219|1621697|NATURAL HEALTH FARM HOLDINGS INC|MY-|2019-06-30|163748
0001621832-19-000075|1621832|AQUA METALS, INC.|US-NV|2019-06-30|5447000
0001564590-19-031485|1622229|Cogent Biosciences, Inc.|US-MA|2019-06-30|1660000
0001493152-19-012175|1622244|One World Pharma, Inc.|US-NV|2019-06-30|175129
0001213900-19-015855|1622345|POLAR POWER, INC.|US-CA|2019-06-30|1367138
0001683168-19-002641|1622879|Medicine Man Technologies, Inc.|US-CO|2019-06-30|756682
0001564590-19-032126|1623526|Stoke Therapeutics, Inc.|US-MA|2019-06-30|1238000
0001753926-19-000170|1623590|VITAXEL     GROUP LIMITED|MY-|2019-06-30|10302
0001558370-19-006670|1623925|ANTERO MIDSTREAM CORPORATION|US-CO|2019-06-30|27003000
0001493152-19-012534|1624326|PAVmed Inc.|US-NY|2019-06-30|1427056
0001564590-19-029668|1624658|ALLENA PHARMACEUTICALS, INC.|US-MA|2019-06-30|2283000
0001624794-19-000036|1624794|CSW INDUSTRIALS, INC.|US-TX|2019-06-30|17887000
0001625101-19-000029|1625101|Pulse Biosciences, Inc.|US-CA|2019-06-30|1577000
0001625285-20-000011|1625285|ARMA SERVICES INC|-|2019-07-31|7000
0001626199-19-000055|1626199|ALPINE IMMUNE SCIENCES, INC.|US-WA|2019-06-30|2399000
0001683168-20-003913|1626644|Odyssey Group International, Inc.|US-CA|2019-07-31|47743
0001551163-19-000206|1626696|STAR WEALTH GROUP INC.|HK-|2019-06-30|0
0001213900-19-015415|1626853|MAJESCO|US-NJ|2019-06-30|2669000
0001171843-19-005378|1626878|XBiotech Inc.|US-TX|2019-06-30|1550000
0001558370-19-006824|1626971|CORVUS PHARMACEUTICALS, INC.|US-CA|2019-06-30|2638000
0001493152-19-010530|1627041|VISIBER57 CORP.|-|2019-05-31|5784
0001564590-19-028394|1627223|The Chemours Company|US-DE|2019-06-30|956000000
0001017386-20-000386|1627452|ME RENEWABLE POWER CORPORATION|DO-|2019-06-30|8888
0001627475-19-000025|1627475|UPWORK INC.|US-CA|2019-06-30|1521000
0001213900-19-019001|1627480|PV Nano Cell, Ltd.|-|2019-06-30|673210
0001017386-20-000113|1627554|Pedro’s List, Inc.|US-NY|2019-07-31|6750
0001493152-19-013037|1627611|12 RETECH CORPORATION|US-AZ|2019-06-30|463636
0001564590-19-029443|1627857|SailPoint Technologies Holdings, Inc.|US-TX|2019-06-30|3444000
0001654954-19-011065|1628104|XSPORT GLOBAL, INC.|US-CA|2019-06-30|1070674
0001628280-19-010206|1628738|AUDENTES THERAPEUTICS, INC.|US-CA|2019-06-30|7181000
0001628908-19-000059|1628908|Evolent Health, Inc.|US-VA|2019-06-30|28758000
0001193125-19-215331|1629137|Global Blood Therapeutics, Inc.|US-CA|2019-06-30|6755000
0001493152-19-012812|1630113|BIOTRICITY INC.|US-CA|2019-06-30|957360
0001520138-20-000248|1630176|Healthy Extracts Inc.|US-NV|2019-06-30|59165
0001213900-19-015968|1630212|AVALON GLOBOCARE CORP.|US-NJ|2019-06-30|47508
0001630805-19-000104|1630805|BABCOCK & WILCOX ENTERPRISES, INC.|US-OH|2019-06-30|167081000
0001564590-19-029396|1631574|WAVE LIFE SCIENCES LTD.|SG-|2019-06-30|11464000
0001564590-19-030786|1631650|AIMMUNE THERAPEUTICS, INC.|US-CA|2019-06-30|14086000
0001632790-19-000047|1632790|ENERGIZER HOLDINGS, INC.|US-MO|2019-06-30|308400000
0001633070-19-000015|1633070|AXCELLA HEALTH INC.|US-MA|2019-06-30|2086000
0001633651-19-000044|1633651|TALLGRASS ENERGY, LP|US-KS|2019-06-30|181726000
0001633917-19-000180|1633917|PayPal Holdings, Inc.|US-CA|2019-06-30|199000000
0001558370-19-006808|1633931|TopBuild Corp|US-FL|2019-06-30|288985000
0001633978-20-000011|1633978|Lumentum Holdings Inc.|US-CA|2019-06-29|160800000
0001634117-20-000073|1634117|BARNES & NOBLE EDUCATION, INC.|US-NJ|2019-07-27|443134000
0001493152-19-012520|1634447|ISUN, INC.|US-VT|2019-06-30|2497412
0001493152-19-013526|1635136|DUO WORLD, INC.|LK-|2019-06-30|498017
0001635282-19-000061|1635282|Rimini Street, Inc.|US-NV|2019-06-30|3509000
0001635650-19-000029|1635650|Green Plains PARTNERS LP|US-NE|2019-06-30|5774000
0001635881-19-000064|1635881|EXTERRAN CORPORATION|US-TX|2019-06-30|156463000
0001636050-19-000069|1636050|Sio Gene Therapies Inc.|US-NY|2019-06-30|2896000
0001636222-19-000122|1636222|WINGSTOP INC.|US-TX|2019-06-29|2524000
0001564590-19-028999|1636282|AEGLEA BIOTHERAPEUTICS, INC.|US-TX|2019-06-30|2724000
0001636422-19-000013|1636422|HEALTH CATALYST, INC.|US-UT|2019-06-30|3035000
0001636519-20-000025|1636519|MADISON SQUARE GARDEN SPORTS CORP.|US-NY|2019-06-30|1035000
0001564590-19-030178|1636651|OVID THERAPEUTICS INC.|US-NY|2019-06-30|2048130
0001640334-19-001404|1637197|WARI, INC.|US-|2019-05-31|16500
0001637207-19-000030|1637207|PLANET FITNESS, INC.|US-NH|2019-06-30|16277000
0001637558-19-000016|1637558|CONSOL COAL RESOURCES LP|US-PA|2019-06-30|24811000
0001637655-19-000136|1637655|HORIZON GLOBAL CORP|US-MI|2019-06-30|111800000
0001637757-19-000012|1637757|Clearway Energy LLC|US-NJ|2019-06-30|62000000
0001558370-19-007852|1637880|TRI-STATE GENERATION AND TRANSMISSION ASSOCIATION, INC.|US-CO|2019-06-30|107247000
0001637913-19-000018|1637913|MILACRON HOLDINGS CORP.|US-OH|2019-06-30|101300000
0001558370-19-007819|1638287|NeuroBo Pharmaceuticals, Inc.|US-MA|2019-06-30|1668000
0001564590-20-043257|1638290|MASTERCRAFT BOAT HOLDINGS, INC.|US-TN|2019-06-30|17974000
0001638833-19-000061|1638833|Surgery Partners, Inc.|US-TN|2019-06-30|71700000
0001548123-19-000146|1638911|UAS Drone Corp.|IL-|2019-06-30|43910
0001628280-19-011446|1639225|LIVONGO HEALTH, INC.|US-CA|2019-06-30|8975000
0001140361-20-019549|1639300|Ollie’s Bargain Outlet Holdings, Inc.|US-PA|2019-08-03|91860000
0001639691-19-000120|1639691|LIVANOVA PLC|GB-|2019-06-30|88516000
0001639825-20-000122|1639825|Peloton Interactive, Inc.|US-NY|2019-06-30|92200000
0001079973-19-000469|1639874|TECH CENTRAL, INC.|US-CA|2019-06-30|37730
0001493152-19-012035|1640043|Pyxis Tankers Inc.|-|2019-06-30|4658000
